9;6;90;a_persona;20.00;36;;NULL;NULL;;;;NULL
10;6;90;a_persona;20.00;36;;NULL;NULL;;;;NULL
11;6;90;a_persona;20.00;36;;NULL;NULL;;;;NULL
12;6;90;a_persona;20.00;36;;NULL;NULL;;;;NULL
13;6;90;a_persona;20.00;36;;NULL;NULL;;;;NULL
14;6;90;a_persona;20.00;36;;NULL;NULL;;;;NULL
15;6;90;a_persona;20.00;31;;NULL;NULL;;;;NULL
16;13;90;a_persona;800.00;1;;NULL;NULL;;;;NULL
17;13;90;a_persona;800.00;1;;NULL;NULL;;;;NULL
18;20;90;a_persona;20.00;30;;NULL;NULL;;;;NULL
19;20;90;a_persona;20.00;30;;NULL;NULL;;;;polizza viaggio
20;20;90;a_persona;20.00;1;;NULL;NULL;;;;NULL
21;21;1;a_persona;15.00;1;;NULL;NULL;;;;Pranzo in ristorante centrale 2 portate. Seguiranno proposte menù.
22;21;90;a_persona;20.00;1;;NULL;NULL;;;;Polizza viaggio con incluso annullamento viaggio
23;21;1;a_persona;15.00;1;;NULL;NULL;;;;NULL
24;21;90;a_persona;20.00;1;;NULL;NULL;;;;NULL
25;21;1;a_persona;15.00;1;;NULL;NULL;;;;La quota include un pranzo in ristornate centrale con menù da concordare.
26;21;90;a_persona;20.00;1;;NULL;NULL;;;;Polizza viaggio
27;21;1;a_persona;15.00;1;;NULL;NULL;;;;La quota include un pranzo in ristornate centrale con menù da concordare.
28;21;90;a_persona;20.00;1;;NULL;NULL;;;;Polizza viaggio
29;21;1;a_persona;15.00;1;;NULL;NULL;;;;La quota include un pranzo in ristornate centrale con menù da concordare.
30;21;90;a_persona;20.00;1;;NULL;NULL;;;;Polizza viaggio
31;21;1;a_persona;15.00;1;;NULL;NULL;;;;La quota include un pranzo in ristornate centrale con menù da concordare.
32;21;90;a_persona;20.00;1;;NULL;NULL;;;;Polizza viaggio
33;21;1;a_persona;15.00;1;;NULL;testtt;;;;La quota include un pranzo in ristornate centrale con menù da concordare.
34;21;90;a_persona;20.00;1;;NULL;testtt;;;;Polizza viaggio
35;21;1;a_persona;15.00;1;;NULL;testtt;;;;La quota include un pranzo in ristornate centrale con menù da concordare.
36;21;90;a_persona;20.00;1;;NULL;testtt;;;;Polizza viaggio
37;21;1;a_persona;15.00;1;;NULL;testtt;;;;La quota include un pranzo in ristornate centrale con menù da concordare.
38;21;90;a_persona;20.00;1;;NULL;testtt;;;;Polizza viaggio
39;21;1;a_persona;15.00;1;;NULL;testtt;;;;La quota include un pranzo in ristornate centrale con menù da concordare.
40;21;90;a_persona;20.00;1;;NULL;testtt;;;;Polizza viaggio
41;21;1;a_persona;15.00;1;;NULL;testtt;;;;La quota include un pranzo in ristornate centrale con menù da concordare.
42;21;90;a_persona;20.00;1;;NULL;testtt;;;;Polizza viaggio
43;21;1;a_persona;15.00;1;;NULL;testtt;;;;La quota include un pranzo in ristornate centrale con menù da concordare.
44;21;90;a_persona;20.00;1;;NULL;testtt;;;;Polizza viaggio
45;21;1;a_persona;15.00;1;;NULL;testtt;;;;La quota include un pranzo in ristornate centrale con menù da concordare.
46;21;90;a_persona;20.00;1;;NULL;testtt;;;;Polizza viaggio
47;22;3;a_persona;54.00;4334;;NULL;NULL;;;;NULL
48;24;2;a_persona;55.00;55;;1;NULL;;;;NULL
49;26;4;a_persona;10.00;2;;NULL;ingresso al museo;;;;ingresso a museo eeeeee
50;26;90;a_persona;20.00;1;;NULL;polizza viaggio uuuuuu;;;;NULL
51;26;4;a_persona;10.00;2;;NULL;ingresso al museo;;;;ingresso a museo eeeeee
52;26;90;a_persona;20.00;1;;NULL;polizza viaggio uuuuuu;;;;NULL
53;26;4;a_persona;10.00;2;;NULL;ingresso al museo;;;;ingresso a museo eeeeee
54;26;90;a_persona;20.00;1;;NULL;polizza viaggio uuuuuu;;;;NULL
55;24;2;a_persona;55.00;55;;1;NULL;;;;NULL
56;26;4;a_persona;10.00;2;;NULL;ingresso al museo;;;;ingresso a museo eeeeee
57;26;90;a_persona;20.00;1;;NULL;polizza viaggio uuuuuu;;;;NULL
58;29;3;a_persona;15.00;1;;NULL;eeeeeeeeeeeeeeeeeeeeeeee;;;;eeeeeeeeeeeeee
59;29;6;a_persona;20.00;2;;NULL;222222222222;;;;222222222222
60;29;1;a_persona;14.99;2;;NULL;mmmmmmmmmmmm;;;;mmmmmmmmmmmmmm
61;29;90;a_persona;15.00;1;;NULL;rrrrrrrrrrrrr;;;;rrrrrrrrrr
62;30;3;a_persona;15.00;1;;NULL;eeeeeeeeeeeeeeeeeeeeeeee;;;;eeeeeeeeeeeeee
63;30;6;a_persona;20.00;2;;NULL;222222222222;;;;222222222222
64;30;1;a_persona;14.99;2;;NULL;mmmmmmmmmmmm;;;;mmmmmmmmmmmmmm
65;30;90;a_persona;15.00;1;;NULL;rrrrrrrrrrrrr;;;;rrrrrrrrrr
66;30;3;a_persona;15.00;1;;NULL;eeeeeeeeeeeeeeeeeeeeeeee;;;;eeeeeeeeeeeeee
67;30;6;a_persona;20.00;2;;NULL;222222222222;;;;222222222222
68;30;1;a_persona;14.99;2;;NULL;mmmmmmmmmmmm;;;;mmmmmmmmmmmmmm
69;30;90;a_persona;15.00;1;;NULL;rrrrrrrrrrrrr;;;;rrrrrrrrrr
70;30;3;a_persona;15.00;1;;NULL;eeeeeeeeeeeeeeeeeeeeeeee;;;;eeeeeeeeeeeeee
71;30;6;a_persona;20.00;2;;NULL;222222222222;;;;222222222222
72;30;1;a_persona;14.99;2;;NULL;mmmmmmmmmmmm;;;;mmmmmmmmmmmmmm
73;30;90;a_persona;15.00;1;;NULL;rrrrrrrrrrrrr;;;;rrrrrrrrrr
74;30;3;a_persona;15.00;1;;NULL;eeeeeeeeeeeeeeeeeeeeeeee;;;;eeeeeeeeeeeeee
75;30;6;a_persona;20.00;2;;NULL;222222222222;;;;222222222222
76;30;1;a_persona;14.99;2;;NULL;mmmmmmmmmmmm;;;;mmmmmmmmmmmmmm
77;30;90;a_persona;15.00;1;;NULL;rrrrrrrrrrrrr;;;;rrrrrrrrrr
78;29;3;a_persona;15.00;1;;NULL;eeeeeeeeeeeeeeeeeeeeeeee;;;;eeeeeeeeeeeeee
79;29;6;a_persona;20.00;2;;NULL;222222222222;;;;222222222222
80;29;1;a_persona;14.99;2;;NULL;mmmmmmmmmmmm;;;;mmmmmmmmmmmmmm
81;29;90;a_persona;15.00;1;;NULL;rrrrrrrrrrrrr;;;;rrrrrrrrrr
82;29;3;a_persona;15.00;1;;NULL;eeeeeeeeeeeeeeeeeeeeeeee;;;;eeeeeeeeeeeeee
